Country|Year|Team|Link|Value|Difference|Age|AbroadPlayers
Slovakia|2011|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2011|€7.10m|€178k|23,6|10
Slovakia|2012|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2012|€9.35m|€292k|23,6|8
Slovakia|2012|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2012|€8.48m|€257k|25,1|16
Slovakia|2012|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2012|€7.68m|€213k|26,1|9
Slovakia|2012|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2012|€7.05m|€220k|22,8|8
Slovakia|2012|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2012|€2.25m|€83k|21,8|4
Slovakia|2013|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2013|€8.93m|€241k|22,7|9
Slovakia|2013|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2013|€7.13m|€162k|21,5|16
Slovakia|2013|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2013|€6.10m|€169k|22,2|7
Slovakia|2013|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2013|€6.03m|€163k|24,8|7
Slovakia|2013|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2013|€4.98m|€138k|22,2|5
Slovakia|2014|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2014|€12.60m|€323k|23,8|9
Slovakia|2014|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2014|€8.23m|€201k|23,3|11
Slovakia|2014|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2014|€7.75m|€189k|23,2|4
Slovakia|2014|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2014|€5.00m|€156k|21,6|6
Slovakia|2014|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2014|€4.43m|€148k|21,3|4
Slovakia|2015|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2015|€12.50m|€278k|23,3|16
Slovakia|2015|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2015|€8.48m|€207k|23,5|11
Slovakia|2015|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2015|€8.00m|€222k|21,9|10
Slovakia|2015|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2015|€5.78m|€193k|25,6|5
Slovakia|2015|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2015|€4.13m|€109k|21,3|6
Slovakia|2016|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2016|€12.50m|€329k|24,6|17
Slovakia|2016|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2016|€7.90m|€219k|22,5|13
Slovakia|2016|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2016|€5.05m|€158k|23,5|2
Slovakia|2016|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2016|€4.50m|€129k|22,9|9
Slovakia|2016|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2016|€2.80m|€61k|20,8|16
Slovakia|2017|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2017|€14.98m|€348k|23,8|22
Slovakia|2017|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2017|€11.00m|€262k|21,8|8
Slovakia|2017|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2017|€6.43m|€201k|23,6|10
Slovakia|2017|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2017|€5.70m|€163k|23,7|6
Slovakia|2017|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2017|€5.50m|€125k|22,3|15
Slovakia|2018|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2018|€12.18m|€338k|24,8|23
Slovakia|2018|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2018|€11.13m|€210k|24,5|19
Slovakia|2018|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2018|€8.00m|€211k|21,3|10
Slovakia|2018|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2018|€5.00m|€152k|21,7|8
Slovakia|2018|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2018|€3.58m|€87k|22,0|26
Lithuania|2009|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2009|€1.38m|€42k|24,2|8
Lithuania|2009|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2009|€1.13m|€49k|25,2|5
Lithuania|2010|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2010|€2.50m|€76k|23,7|11
Lithuania|2010|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2010|€2.25m|€83k|23,6|9
Lithuania|2011|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2011|€5.18m|€216k|24,4|8
Lithuania|2011|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2011|€4.35m|€121k|22,8|8
Lithuania|2012|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2012|€6.35m|€198k|24,0|12
Lithuania|2012|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2012|€4.53m|€119k|22,6|7
Lithuania|2013|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2013|€7.48m|€227k|24,7|11
Lithuania|2013|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2013|€3.75m|€121k|23,0|7
Lithuania|2014|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2014|€6.98m|€211k|24,5|12
Lithuania|2014|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2014|€4.25m|€157k|22,9|8
Lithuania|2015|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2015|€7.83m|€237k|25,7|13
Lithuania|2015|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2015|€4.08m|€204k|26,2|6
Lithuania|2016|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2016|€9.80m|€280k|25,1|15
Lithuania|2016|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2016|€7.80m|€190k|25,0|17
Lithuania|2017|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2017|€10.25m|€244k|25,9|20
Lithuania|2017|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2017|€8.88m|€240k|24,5|17
Lithuania|2018|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2018|€12.08m|€302k|26,2|22
Lithuania|2018|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2018|€10.03m|€233k|24,3|24
Azerbaijan|2009|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2009|€5.50m|€229k|25,3|12
Azerbaijan|2009|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2009|€3.03m|€132k|24,2|3
Azerbaijan|2009|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2009|€1.80m|€150k|26,0|10
Azerbaijan|2010|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2010|€8.30m|€252k|23,8|12
Azerbaijan|2010|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2010|€6.30m|€203k|25,2|7
Azerbaijan|2010|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2010|€5.83m|€182k|26,0|16
Azerbaijan|2011|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2011|€9.48m|€316k|26,3|15
Azerbaijan|2011|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2011|€7.45m|€240k|23,8|9
Azerbaijan|2011|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2011|€5.48m|€219k|24,3|6
Azerbaijan|2012|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2012|€9.68m|€248k|25,8|16
Azerbaijan|2012|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2012|€8.13m|€262k|23,4|8
Azerbaijan|2012|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2012|€8.10m|€270k|24,4|14
Azerbaijan|2013|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2013|€15.55m|€457k|25,3|17
Azerbaijan|2013|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2013|€9.10m|€294k|24,3|15
Azerbaijan|2013|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2013|€8.95m|€298k|24,0|11
Azerbaijan|2014|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2014|€18.20m|€492k|25,5|17
Azerbaijan|2014|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2014|€16.23m|€523k|24,5|10
Azerbaijan|2014|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2014|€7.75m|€228k|23,6|12
Azerbaijan|2015|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2015|€17.30m|€509k|25,9|15
Azerbaijan|2015|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2015|€14.33m|€398k|24,8|11
Azerbaijan|2015|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2015|€5.90m|€179k|22,7|9
Azerbaijan|2016|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2016|€12.90m|€391k|25,3|9
Azerbaijan|2016|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2016|€11.35m|€307k|24,3|14
Azerbaijan|2016|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2016|€9.33m|€207k|23,3|16
Azerbaijan|2017|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2017|€17.25m|€421k|23,8|10
Azerbaijan|2017|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2017|€10.00m|€238k|23,4|12
Azerbaijan|2017|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2017|€8.28m|€218k|24,1|11
Azerbaijan|2018|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2018|€14.35m|€463k|25,8|13
Azerbaijan|2018|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2018|€10.28m|€245k|24,3|15
Azerbaijan|2018|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2018|€6.20m|€182k|23,8|7
Kazakhstan|2009|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2019|€23.13m|€964k|28,2|11
Kazakhstan|2009|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2019|€18.83m|€724k|23,6|9
Kazakhstan|2009|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2019|€12.45m|€541k|26,7|8
Kazakhstan|2009|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2019|€12.40m|€477k|27,6|9
Kazakhstan|2009|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2019|€7.53m|€327k|26,9|13
Kazakhstan|2009|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2019|€6.73m|€292k|27,5|12
Kazakhstan|2010|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2019|€23.13m|€964k|28,2|11
Kazakhstan|2010|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2019|€18.83m|€724k|23,6|9
Kazakhstan|2010|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2019|€12.45m|€541k|26,7|8
Kazakhstan|2010|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2019|€12.40m|€477k|27,6|9
Kazakhstan|2010|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2019|€7.53m|€327k|26,9|13
Kazakhstan|2010|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2019|€6.73m|€292k|27,5|12
Kazakhstan|2011|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2011|€6.75m|€165k|25,9|14
Kazakhstan|2011|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2011|€5.60m|€207k|24,1|9
Kazakhstan|2011|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2011|€5.30m|€126k|26,5|13
Kazakhstan|2011|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2011|€3.68m|€115k|24,9|11
Kazakhstan|2011|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2011|€3.33m|€101k|23,5|9
Kazakhstan|2011|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2011|€3.15m|€126k|25,3|8
Kazakhstan|2012|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2012|€8.45m|€302k|23,9|8
Kazakhstan|2012|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2012|€6.88m|€196k|23,4|10
Kazakhstan|2012|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2012|€5.40m|€126k|23,4|11
Kazakhstan|2012|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2012|€4.90m|€163k|25,5|11
Kazakhstan|2012|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2012|€4.20m|€111k|25,8|13
Kazakhstan|2012|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2012|€3.43m|€127k|26,0|10
Kazakhstan|2013|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2013|€13.15m|€387k|24,2|10
Kazakhstan|2013|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2013|€10.73m|€306k|22,9|13
Kazakhstan|2013|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2013|€7.85m|€238k|25,3|14
Kazakhstan|2013|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2013|€6.70m|€186k|26,6|16
Kazakhstan|2013|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2013|€5.63m|€216k|25,8|10
Kazakhstan|2013|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2013|€2.85m|€114k|26,0|6
Kazakhstan|2014|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2014|€11.93m|€314k|23,8|11
Kazakhstan|2014|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2014|€11.73m|€366k|23,9|12
Kazakhstan|2014|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2014|€8.43m|€281k|25,2|12
Kazakhstan|2014|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2014|€7.78m|€199k|25,0|13
Kazakhstan|2014|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2014|€7.60m|€238k|25,5|12
Kazakhstan|2014|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2014|€5.78m|€241k|26,1|6
Kazakhstan|2015|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2015|€20.25m|€506k|24,3|12
Kazakhstan|2015|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2015|€14.23m|€406k|24,6|13
Kazakhstan|2015|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2015|€11.10m|€300k|27,0|13
Kazakhstan|2015|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2015|€8.35m|€288k|25,4|9
Kazakhstan|2015|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2015|€7.58m|€237k|25,7|10
Kazakhstan|2015|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2015|€3.93m|€135k|24,3|8
Kazakhstan|2016|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2016|€21.85m|€520k|24,4|16
Kazakhstan|2016|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2016|€21.80m|€532k|23,9|13
Kazakhstan|2016|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2016|€15.80m|€367k|27,5|17
Kazakhstan|2016|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2016|€10.88m|€311k|25,0|11
Kazakhstan|2016|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2016|€9.10m|€276k|26,2|12
Kazakhstan|2016|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2016|€6.60m|€178k|24,7|10
Kazakhstan|2017|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2017|€24.40m|€530k|23,3|14
Kazakhstan|2017|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2017|€20.55m|€467k|24,0|15
Kazakhstan|2017|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2017|€14.80m|€361k|27,1|14
Kazakhstan|2017|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2017|€14.40m|€313k|26,3|17
Kazakhstan|2017|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2017|€10.55m|€364k|26,4|9
Kazakhstan|2017|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2017|€8.15m|€247k|25,0|11
Kazakhstan|2018|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2018|€36.30m|€908k|25,2|16
Kazakhstan|2018|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2018|€19.83m|€472k|23,5|14
Kazakhstan|2018|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2018|€15.60m|€390k|25,7|12
Kazakhstan|2018|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2018|€14.05m|€281k|25,0|18
Kazakhstan|2018|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2018|€12.33m|€440k|25,3|7
Kazakhstan|2018|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2018|€8.00m|€250k|24,6|9
